index,filename,sha256,disposition,reason,matched_quiz_concept,lectures,path
102,Croup-Upper-Airway-Anatomy.jpg,5e4faa80d7635151a8a07c8d71a76a9533e7c3ac374b4d5ec74a41af0215aa52,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P33 - Otolaryngology - Upper Airway Pathology,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Croup-Upper-Airway-Anatomy.jpg
103,Crypto Capsule.png,f80febf77e3bb6e0476e3b2b92b0067eac3dfb65f644d5936adf31033f1f73f5,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P30 - Microbiology of Pneumonia - Fungal Infections,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Crypto Capsule.png
104,Cryptococcus Neoformans India Ink Stain.png,0938850e7e8c9a6e31a0da1f5f595740ab363abac3ae2c32548cb4c42168e586,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P30 - Microbiology of Pneumonia - Fungal Infections,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Cryptococcus Neoformans India Ink Stain.png
105,cryptogenic-organizing-pneumonia.png,14f64005a331b6b53feb39aab7c7f3e7ae3786c9e89e29f64da56cdb1a3e01fa,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P17 - Introduction to Respiratory Pathophysiology | P24 - Diseases of the Respiratory Tract - Part 2 - Restrictive Disease (Pathology),/Users/chriselwell/Desktop/Pulm/Pulm Pictures/cryptogenic-organizing-pneumonia.png
106,Cystic fibrosis pathophysiology.jpg,bbe4dd313ba93bcb41ee3b9421a12eba9d2888750721b867f4111fe931db88c0,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P20 - Radiology of Obstructive Lung Disease | P38 - Mystery Illness Review Session - Interactive Workshop | Pulmonary - Comprehensive Study Guide,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Cystic fibrosis pathophysiology.jpg
107,Cystic Fibrosis Sweat Test.jpg,e5a60abd9c33c688d74f4b3c9584b89ee8654878d5750e146026ba4f3cc09780,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P38 - Mystery Illness Review Session - Interactive Workshop,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Cystic Fibrosis Sweat Test.jpg
108,Cystic Fibrosis.jpg,c14a25a9a84e61144007f6c79452662d30db3828af7d38c5a5270d5af25a8310,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P38 - Mystery Illness Review Session - Interactive Workshop,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Cystic Fibrosis.jpg
109,cystic-fibrosis-sweat-duct-pathophysiology.jpg,39f4c0d5adf133d29cf21efe7551bde422f9aaf4e70ac4218015c91f1af27f8b,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P19 - Obstructive Diseases and Airway Diseases | P38 - Mystery Illness Review Session - Interactive Workshop,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/cystic-fibrosis-sweat-duct-pathophysiology.jpg
110,D Emphysema CT Low Attenuation Bullae.png,2b75f78505fe3fdf55670c3f55d3a547ccb45aa4e1a2970576f1450a0e77af52,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P20 - Radiology of Obstructive Lung Disease,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/D Emphysema CT Low Attenuation Bullae.png
111,D Squamous Cell Lung Carcinoma Keratin Pearls Histology.png,64d99ec51daf38b0134844a6b9d8420ecefea64aa1ff6f4792f6c455044887eb,ADDED_SCORED,Validated local Pulm Pictures source included in the scored quiz.,Pulmonary squamous cell carcinoma with keratin pearls,"P26 - Diseases of the Respiratory Tract - Part 3 - Vascular, Cancer, Other Disease (Pathology) | P39 - Clinical Pathology & Imaging - Interactive Workshop | Pulmonary - Comprehensive Study Guide",/Users/chriselwell/Desktop/Pulm/Pulm Pictures/D Squamous Cell Lung Carcinoma Keratin Pearls Histology.png
112,Dead-Space-Hypercapnia-Response.png,9d0b1b5c963e9ad7d5b0cd0d23abe22b0342431d8225be32e2ddcd2311e5a1ce,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P35 - Acute Respiratory Failure | P8 - Control of Ventilation,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Dead-Space-Hypercapnia-Response.png
113,Diagnosis-of-Cystic-Fibrosis.png,e9d69328db82f7d37340fe899feb4e3ab5dd4966ed796b5639600c214c2095e2,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P38 - Mystery Illness Review Session - Interactive Workshop,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Diagnosis-of-Cystic-Fibrosis.png
114,diagnostic-approach-to-pulmonary-embolism.png,b588097e3d3903bb92271bf74d86a359eb3affefcc8d509bb491c936edaad38e,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P13 - Pulmonary Problem Solving Exercise Part 1,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/diagnostic-approach-to-pulmonary-embolism.png
115,Diaphragm-Muscle-Anatomy.png,d3a0b92fecb72b0605f20636aaa2624f80d62a348a0665708a1c0b3e4f7e8d5d,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P2 - Structure and Volumes,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Diaphragm-Muscle-Anatomy.png
116,Differential diagnoses of pulmonary function testing (PFTs).jpg,59286e6da8f6f4f4a3805923ecc479653b32aade08398d1e4dfe4f971fc59eaa,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P13 - Pulmonary Problem Solving Exercise Part 1 | P14 - Introduction to Pulmonary Pathophysiology | P15 - Approach to the Patient with Respiratory Disease and Pulmonary Preventative Care,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Differential diagnoses of pulmonary function testing (PFTs).jpg
117,diffuse-alveolar-damage.jpg,2f6b55b11a6dedc60be981a31d97846ffa868ae7bd5b1fb01532f062ca455d73,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P17 - Introduction to Respiratory Pathophysiology,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/diffuse-alveolar-damage.jpg
118,Diffusion-Impairment-Aa-Gradient.png,ab9d8b39816a8468b5cb6e6101d115590a157bbbd2fb5c88f442ddd8ecbf4169,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,"P10 - Physiology Six-Case Workshop | P35 - Acute Respiratory Failure | P7 - Gas Exchange, Part 2 - Causes of Hypoxemia",/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Diffusion-Impairment-Aa-Gradient.png
119,E_Asthma_Mucus_Plug_Histology.png,b7ffd53db038620f75daa1f3817b4e936343f2a034034104c38ed5f6a1c22758,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P19 - Obstructive Diseases and Airway Diseases | P34 - Respiratory Medicine Clinical Case Studies - Obstructive Diseases (Pathophysiology),/Users/chriselwell/Desktop/Pulm/Pulm Pictures/E_Asthma_Mucus_Plug_Histology.png
120,ECG in Pulmonary Hypertension Secondary to an Atrial Septal Defect.jpg,ab06707700a76beaaa916b2eb101f312f2c07d3d10551158ec43de4e6715ba35,ALREADY_SCORED,Validated local Pulm Pictures source included in the scored quiz.,Right-ventricular hypertrophy/strain pattern,P32 - Pulmonary Hypertension - A Clinical Reasoning Approach,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/ECG in Pulmonary Hypertension Secondary to an Atrial Septal Defect.jpg
121,Echocardiogram in Pulmonary Artery Hypertension (1:3).jpg,aed5a954e0b46aa4a281a80537564137a8f4b8053d334a35347a5b1c366d09e1,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P32 - Pulmonary Hypertension - A Clinical Reasoning Approach,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Echocardiogram in Pulmonary Artery Hypertension (1:3).jpg
122,Echocardiogram in Pulmonary Artery Hypertension (2:3).jpg,7e1b7eb0877376a82c296256bd579cfb7a3f17cc043b087b66bf5b0b1a7d1bdd,ALREADY_SCORED,Validated local Pulm Pictures source included in the scored quiz.,Right-ventricular pressure overload with septal flattening,P32 - Pulmonary Hypertension - A Clinical Reasoning Approach,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Echocardiogram in Pulmonary Artery Hypertension (2:3).jpg
123,Echocardiogram in Pulmonary Artery Hypertension (3:3).jpg,208b64414530a995dec801de4175316170a8cf8f231a1619492633a869b8c910,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P32 - Pulmonary Hypertension - A Clinical Reasoning Approach,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Echocardiogram in Pulmonary Artery Hypertension (3:3).jpg
124,Effect of Positioning on V:Q Mismatch in Unilateral Pneumonia.jpg,e6a6898e768954d359dd9b37b1aaa20d1c7cfe559ea76ed31ce0fdffc0d95f72,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P31 - Review of Pneumonia - Pathology and Pharmacology,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Effect of Positioning on V:Q Mismatch in Unilateral Pneumonia.jpg
125,Effect of Positioning on V:Q Mismatch- ARDS.jpg,114deb6db3c946aa4e3c5fc6c63bb0d02ce7726ff657eb896168d24ee312d0c9,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P35 - Acute Respiratory Failure,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Effect of Positioning on V:Q Mismatch- ARDS.jpg
126,Eisenmenger-Syndrome.png,1a5a551f6fb858d6d596798c3f8005fe3381d1a4a055bad6379701a9edd2c8b5,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P32 - Pulmonary Hypertension - A Clinical Reasoning Approach,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Eisenmenger-Syndrome.png
127,Emphysema Type.png,94d29144cdf01ddff9a20d0989ebf516560290229d89f3e9556f2f20ccd99c37,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P34 - Respiratory Medicine Clinical Case Studies - Obstructive Diseases (Pathophysiology),/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Emphysema Type.png
128,emphysema-vs-normal-chest-ct.png,7ba6300b6eb7b99615ca4d79d56a69ac3e9b0cdfb6adec58bae445b33bdfa53c,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P19 - Obstructive Diseases and Airway Diseases | P20 - Radiology of Obstructive Lung Disease | Pulmonary - Comprehensive Study Guide,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/emphysema-vs-normal-chest-ct.png
129,Empyema.png,c917b553ebd0edf5953be53c22f7797e6e0cb6760f8226c2f162ae42c5935205,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P27 - Radiology of Pulmonary Infections and Lung Cancer | P31 - Review of Pneumonia - Pathology and Pharmacology | P39 - Clinical Pathology & Imaging - Interactive Workshop,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Empyema.png
130,Enlarged Lymph Nodes in Lung Cancer.jpg,dd849e2d43f0530fa32b8eb526f4612e5e0caca818ea1660751387af436c11ec,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P27 - Radiology of Pulmonary Infections and Lung Cancer,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Enlarged Lymph Nodes in Lung Cancer.jpg
131,Epiglottitis-Normal-vs-Enlarged-Epiglottis.png,0acee42d7192b836f4e6bfdd62cd119ef71a50003c2870ae988d4740ec8caaf2,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P33 - Otolaryngology - Upper Airway Pathology | Pulmonary - Comprehensive Study Guide,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Epiglottitis-Normal-vs-Enlarged-Epiglottis.png
132,example-ecg-seen-in-pulmonary-embolism.jpg,02a17e780447220f1a0b2f1c9c7a0e2c853bb8bd58d7c84a4cde3adba083dca6,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P13 - Pulmonary Problem Solving Exercise Part 1,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/example-ecg-seen-in-pulmonary-embolism.jpg
133,Exercise-Altitude-Panic-Attack-Vq-Table.png,82a397e2dca138ffe45ce4c6286791db18d33561cc890a0c46732d6a5228ba60,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,"P10 - Physiology Six-Case Workshop | P7 - Gas Exchange, Part 2 - Causes of Hypoxemia | P8 - Control of Ventilation",/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Exercise-Altitude-Panic-Attack-Vq-Table.png
134,exudative-vs-transudative-pleural-effusions.png,70d9c22a563e798250c1718d0baf79c753849c0f7e5b5718d3a7aa2dc9a89a74,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P15 - Approach to the Patient with Respiratory Disease and Pulmonary Preventative Care | P31 - Review of Pneumonia - Pathology and Pharmacology,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/exudative-vs-transudative-pleural-effusions.png
135,F_Asthma_Curschmann_Spirals.png,887cb6bd3ccd02534977e37e3df7b97adaa4ecdb4cef8bc9b4149d5988bfabbe,ADDED_SCORED,Validated local Pulm Pictures source included in the scored quiz.,Curschmann spiral from asthma,P19 - Obstructive Diseases and Airway Diseases,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/F_Asthma_Curschmann_Spirals.png
136,Facial features in chronic bronchitis.jpg,bf0ea3fa0a7a22888c7d0dfe3e64406574bc7123591cbd86ad1b9ac8c1957f2e,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P12 - Approach to Pulmonary Abnormalities,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Facial features in chronic bronchitis.jpg
137,Fick-Law-of-Diffusion.png,5d79f8118a461f18fa363d3d5bceab8dda05346fa298e3135d38bc39a859316d,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,"P6 - Gas Exchange, Part 1 - Pressures, Diffusion and Transport",/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Fick-Law-of-Diffusion.png
138,Final Section of the Bronchial Tree.jpg,581c329856ef6e4044fe8d2da63376f82fef1b4c6d26211439367a762ac7e6ff,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P2 - Structure and Volumes,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Final Section of the Bronchial Tree.jpg
139,Finger Clubbing and Hippocratic Nails in Cystic Fibrosis.jpg,40f1bfacecf747f5ae21e9b2b677a998fec24f0361a5e594377cdc6a4109eb62,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P38 - Mystery Illness Review Session - Interactive Workshop | Pulmonary - Comprehensive Study Guide,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Finger Clubbing and Hippocratic Nails in Cystic Fibrosis.jpg
140,"Fleischner sign, Westermark sign, and knuckle sign in pulmonary embolism.jpg",e3cf8908bdea0ab4ceee7fc204361c26dbad5ebe277e1f954279dc8e6e748979,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P25 - Radiology of Restrictive Lung Disease and Extras,"/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Fleischner sign, Westermark sign, and knuckle sign in pulmonary embolism.jpg"
141,Flow-Volume Loop in Obstructive and Restrictive Lung Diseases.jpg,dcf8885276e0079b487a159dcbaabb86be663adc7595f4ffd0899d528469c069,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,"P5 - Spirometry, Obstructive and Restrictive Pulmonary Diseases",/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Flow-Volume Loop in Obstructive and Restrictive Lung Diseases.jpg
142,Flow-Volume-Loop-for-Fixed-Immobile-Upper-Airway-Obstruction.jpg,e588e4ed049d7e9fabe9740283bac60767d1fabf697c1d625dc025e8cc927ecc,ALREADY_SCORED,Validated local Pulm Pictures source included in the scored quiz.,Fixed upper-airway obstruction,"P37 - Advanced Spirometry Review - Interactive Workshop | P5 - Spirometry, Obstructive and Restrictive Pulmonary Diseases | Pulmonary - Comprehensive Study Guide",/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Flow-Volume-Loop-for-Fixed-Immobile-Upper-Airway-Obstruction.jpg
143,Flow-Volume-Loop-for-Mobile-Variable-Intrathoracic-Obstruction.jpg,27154896066bf2b0f92e12fa8f1b501a5c37be6821d8c9debce10279cabb97f4,ALREADY_SCORED,Validated local Pulm Pictures source included in the scored quiz.,Variable intrathoracic obstruction,"P37 - Advanced Spirometry Review - Interactive Workshop | P5 - Spirometry, Obstructive and Restrictive Pulmonary Diseases",/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Flow-Volume-Loop-for-Mobile-Variable-Intrathoracic-Obstruction.jpg
144,Flow-Volume-Loop-for-Parenchymal-Restrictive-Lung-Disease.jpg,01db6624be6aaa2ddfee8f1a7149ab1f1adb3ec63dc87e019eeef35c4caee195,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,"P5 - Spirometry, Obstructive and Restrictive Pulmonary Diseases",/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Flow-Volume-Loop-for-Parenchymal-Restrictive-Lung-Disease.jpg
145,flow-volume-loop-for-small-airway-obstructive-lung-disease.jpg,f6f8f8447b68ce0238c997696c817c42e00909f31d1ab5607b14e31744dc2cc7,ALREADY_SCORED,Validated local Pulm Pictures source included in the scored quiz.,Small-airway obstructive flow-volume loop,"P19 - Obstructive Diseases and Airway Diseases | P5 - Spirometry, Obstructive and Restrictive Pulmonary Diseases",/Users/chriselwell/Desktop/Pulm/Pulm Pictures/flow-volume-loop-for-small-airway-obstructive-lung-disease.jpg
146,Flow-Volume-Loop-for-Variable-Mobile-Extrathoracic-Obstruction.jpg,4d70c125a1f75b942e5aea969490033f19d065c8e92d0f7065683ef3ce41a71b,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,"P37 - Advanced Spirometry Review - Interactive Workshop | P5 - Spirometry, Obstructive and Restrictive Pulmonary Diseases",/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Flow-Volume-Loop-for-Variable-Mobile-Extrathoracic-Obstruction.jpg
147,Flow-Volume-Loops-Normal-Obstructive-Restrictive-Table.png,9fd9e34f4aa794c8376988062092db4751b523964459ccd3ee68fc4f3b060833,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,"P11 - Physiology Practice Question Review | P37 - Advanced Spirometry Review - Interactive Workshop | P5 - Spirometry, Obstructive and Restrictive Pulmonary Diseases | P9 - Pulmonary Physiology Review | Pulmonary - Comprehensive Study Guide",/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Flow-Volume-Loops-Normal-Obstructive-Restrictive-Table.png
148,Flu sketchy.png,69d98757674d19753ed228f4b8be2ccf0e53ebae1ad2977b7fb8be86562f97ef,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P29 - Microbiology of Pneumonia - Viral Infections of the Respiratory Tract,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Flu sketchy.png
149,G_Asthma_Charcot_Leyden_Crystal.png,032a879b33d157fdb94a42a46924f64e89f817c7b3efc9c473672fd4399b061b,ADDED_SCORED,Validated local Pulm Pictures source included in the scored quiz.,Charcot-Leyden crystal,P19 - Obstructive Diseases and Airway Diseases,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/G_Asthma_Charcot_Leyden_Crystal.png
150,Gas-Exchange-Pressures-Diagram.png,018cfad3e8801af3a8983ba10c0c7c8671c61e81a2e594f339589bd4bafe69f0,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,"P6 - Gas Exchange, Part 1 - Pressures, Diffusion and Transport | P9 - Pulmonary Physiology Review | Pulmonary - Comprehensive Study Guide",/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Gas-Exchange-Pressures-Diagram.png
151,H Bronchiectasis CF Inspissated Mucus Plug.png,9e744681656aa992c2f6c1140c405a5cc0d4e1d425f8815bdd1019806d2b6c8c,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P20 - Radiology of Obstructive Lung Disease | P38 - Mystery Illness Review Session - Interactive Workshop,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/H Bronchiectasis CF Inspissated Mucus Plug.png
152,Haemophilus Influenzae Overview.png,7c7f6082e2c4cb01324d7afb08b9f5897592ad39d7dc76fd16df9e43c008a2ab,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P28 - Microbiology of Pneumonia - Bacterial Infections,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Haemophilus Influenzae Overview.png
153,Haldane-Bohr-Chloride-Shift-Rbc-Cycle.png,40779a8cd9b19383c595d021a83cc8a054ec1d75a2801f91824dc93ed1f83494,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,"P6 - Gas Exchange, Part 1 - Pressures, Diffusion and Transport",/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Haldane-Bohr-Chloride-Shift-Rbc-Cycle.png
154,Hampton Hump in Pulmonary Infarction.jpg,4e8b04c971d360b2e1b205101cf0f8baf739d3a8d3a200ecb8825f7bc21ed3cf,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,"P26 - Diseases of the Respiratory Tract - Part 3 - Vascular, Cancer, Other Disease (Pathology)",/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Hampton Hump in Pulmonary Infarction.jpg
155,Hampton-Hump-from-Pulmonary-Embolism.png,f935031279adb95548a71958d1cc00de5e9902edcab85f65c6c6f56cccb016e0,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P39 - Clinical Pathology & Imaging - Interactive Workshop,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Hampton-Hump-from-Pulmonary-Embolism.png
156,Hemoglobin Curves.png,9962153a36363bc88ddf98406ca72c6aa306823c527ad28a8d807ef63470f759,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,"P11 - Physiology Practice Question Review | P6 - Gas Exchange, Part 1 - Pressures, Diffusion and Transport",/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Hemoglobin Curves.png
157,Hemoglobin DC.png,e0edf5097b9e4a7e7d2e3ebfcaf5d62fee33db915ae0783a8524ce000d9550f4,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,"P6 - Gas Exchange, Part 1 - Pressures, Diffusion and Transport",/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Hemoglobin DC.png
158,Histology-of-Bronchial-Mucosa.png,e7674c1425d24bedd8a6efa6c25219d490bf29b93774a266d82dffcbae245328,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P1 - Histology of the Respiratory System Review,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Histology-of-Bronchial-Mucosa.png
159,Histoplasmosis Histology.png,97707de0109a16e51cd5f55fc4aaee2084bab948cef923c4ac243351f20f64ec,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P26.2 - Lung Infections - Pathology Review and Study Supplement | P30 - Microbiology of Pneumonia - Fungal Infections | Pulmonary - Comprehensive Study Guide,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Histoplasmosis Histology.png
160,honeycombing.jpg,a3ec4974577e7f3356a0ec8665185166af25ec6a203ea3f53203183f1bb79e89,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P24 - Diseases of the Respiratory Tract - Part 2 - Restrictive Disease (Pathology),/Users/chriselwell/Desktop/Pulm/Pulm Pictures/honeycombing.jpg
161,Hyperinflation in COPD.jpg,b3fdfdbcac95b6b48165fd5e7a68df0da0bf2903c377748808940cde0aa87863,REFERENCE_ONLY,"Retained as teaching/reference material: redundant with an existing tested concept, answer-labeled, primarily explanatory, or not a defensible image-required one-best item.",,P18 - Basic Interpretation of Chest X-Ray | P20 - Radiology of Obstructive Lung Disease | P27.2 - Chest X-Ray Final Review | P37 - Advanced Spirometry Review - Interactive Workshop,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Hyperinflation in COPD.jpg
